fight_id,date,name,round,title,method,sig_attempts,sig_strikes,strike_attempts,strikes,td_attempts,takedowns,sub_attempts,pass,reversals,head_attempts,head,body_attempts,body,leg_attempts,leg,distance_attempts,distance,clinch_attempts,clinch,ground_attempts,ground,win/loss
7337,2006,Chris Leben,2,no,Submission,34,15,71,52,2,2,0,2,0,30,13,2,2,2,0,11,3,18,10,5,2,L
7337,2006,Jason MacDonald,2,no,Submission,27,9,53,35,5,1,1,1,0,14,2,6,4,7,3,17,4,10,5,0,0,W
7338,2006,Marcio Cruz,1,no,KO/TKO,2,0,2,0,5,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,L
7338,2006,Andrei Arlovski,1,no,KO/TKO,11,7,37,32,0,0,1,1,0,9,5,0,0,2,2,6,2,0,0,5,5,W
7339,2006,Eric Schafer,1,no,KO/TKO,6,3,13,10,7,3,2,3,0,3,1,3,2,0,0,1,0,4,2,1,1,L
7339,2006,Michael Bisping,1,no,KO/TKO,33,19,35,21,1,0,0,0,1,28,15,4,3,1,1,15,7,2,2,16,10,W
7340,2006,Tony DeSouza,2,no,KO/TKO,10,1,11,2,8,0,0,0,0,9,0,1,1,0,0,9,0,1,1,0,0,L
7340,2006,Thiago Alves,2,no,KO/TKO,49,26,65,41,0,0,1,3,0,48,26,0,0,1,0,8,3,0,0,41,23,W
7341,2006,Carmelo Marrero,1,no,Submission,2,1,7,6,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,L
7341,2006,Gabriel Gonzaga,1,no,Submission,10,4,33,23,1,1,3,4,0,10,4,0,0,0,0,3,1,0,0,7,3,W
7342,2006,Rory Singer,3,no,KO/TKO,93,28,101,35,1,0,0,0,0,68,5,5,5,20,18,72,10,21,18,0,0,L
7342,2006,Yushin Okami,3,no,KO/TKO,83,35,125,74,4,3,0,8,0,70,24,5,5,8,6,52,10,7,7,24,18,W
7343,2006,Anthony Perosh,3,no,Decision,107,48,137,76,11,3,0,0,0,98,40,1,0,8,8,71,25,27,16,9,7,L
7343,2006,Christian Wellisch,3,no,Decision,206,61,249,98,1,1,0,1,1,200,56,2,1,4,4,157,37,28,16,21,8,W
7327,2007,Sean Salmon,2,no,KO/TKO,28,10,33,15,3,2,0,2,0,27,10,1,0,0,0,16,2,5,2,7,6,L
7327,2007,Rashad Evans,2,no,KO/TKO,35,13,35,13,0,0,0,0,0,30,10,5,3,0,0,26,6,8,6,1,1,W
7328,2007,Heath Herring,3,no,Decision,61,11,83,32,1,1,1,0,0,59,9,2,2,0,0,49,4,3,0,9,7,L
7328,2007,Jake O'Brien,3,no,Decision,41,13,76,46,8,6,1,17,2,40,12,1,1,0,0,20,2,0,0,21,11,W
7329,2007,Spencer Fisher,2,no,KO/TKO,61,24,90,52,0,0,0,0,0,43,10,11,8,7,6,53,22,7,1,1,1,L
7329,2007,Hermes Franca,2,no,KO/TKO,80,25,118,57,5,2,2,3,1,76,23,4,2,0,0,43,12,10,5,27,8,W
7330,2007,Dean Lister,3,no,Decision,43,18,55,27,11,0,0,0,0,32,9,0,0,11,9,40,17,2,0,1,1,L
7330,2007,Nate Marquardt,3,no,Decision,98,53,112,66,2,2,0,4,0,84,42,8,5,6,6,59,24,14,12,25,17,W
7331,2007,Chad Reiner,3,no,Decision,30,6,68,41,3,1,2,1,0,22,3,4,2,4,1,24,3,6,3,0,0,L
7331,2007,Joshua Burkman,3,no,Decision,49,27,94,69,12,9,0,4,1,37,16,3,3,9,8,15,4,10,9,24,14,W
7332,2007,Chris Price,1,no,Submission,5,5,9,8,0,0,1,0,0,1,1,4,4,0,0,1,1,4,4,0,0,L
7332,2007,Ed Herman,1,no,Submission,9,5,22,13,2,1,1,1,0,9,5,0,0,0,0,1,0,1,1,7,4,W
7333,2007,Clay Guida,3,no,Decision,105,33,170,93,16,5,0,2,0,99,29,3,1,3,3,69,13,3,1,33,19,L
7333,2007,Din Thomas,3,no,Decision,113,33,131,51,0,0,1,0,0,108,28,1,1,4,4,103,27,7,4,3,2,W
7334,2007,Ross Pointon,2,no,Submission,104,23,104,23,0,0,0,0,0,86,6,3,2,15,15,100,21,4,2,0,0,L
7334,2007,Rich Clementi,2,no,Submission,63,23,66,26,1,1,1,4,0,43,8,7,5,13,10,63,23,0,0,0,0,W
7318,2007,Travis Lutter,2,no,Submission,16,8,22,14,5,3,0,2,0,15,7,1,1,0,0,2,0,0,0,14,8,L
7318,2007,Anderson Silva,2,no,Submission,11,9,33,28,0,0,2,0,1,9,8,1,0,1,1,3,2,0,0,8,7,W
7319,2007,Eddie Sanchez,1,no,KO/TKO,40,5,40,5,0,0,0,0,0,38,4,1,1,1,0,37,3,3,2,0,0,L
7319,2007,Mirko Cro Cop,1,no,KO/TKO,39,20,51,32,0,0,0,2,0,34,16,3,3,2,1,26,12,3,1,10,7,W
7320,2007,John Halverson,1,no,KO/TKO,2,1,2,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,L
7320,2007,Roger Huerta,1,no,KO/TKO,18,13,18,13,1,1,0,1,0,18,13,0,0,0,0,1,0,0,0,17,13,W
7321,2007,Marvin Eastman,2,no,KO/TKO,54,15,64,25,1,0,0,0,0,47,9,5,5,2,1,41,5,13,10,0,0,L
7321,2007,Rampage Jackson,2,no,KO/TKO,74,45,84,55,1,0,0,0,0,59,31,13,12,2,2,34,13,39,31,1,1,W
7322,2007,Scott Smith,3,no,Decision,90,34,91,35,3,0,0,0,0,76,28,5,2,9,4,58,19,32,15,0,0,L
7322,2007,Patrick Cote,3,no,Decision,86,50,94,58,3,1,0,0,0,56,24,12,10,18,16,47,28,32,19,7,3,W
7323,2007,Jorge Rivera,1,no,KO/TKO,2,1,2,1,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0,L
7323,2007,Terry Martin,1,no,KO/TKO,4,4,4,4,0,0,0,0,0,4,4,0,0,0,0,1,1,0,0,3,3,W
7324,2007,Tyson Griffin,3,no,Decision,115,38,119,42,6,3,4,0,0,91,18,13,10,11,10,109,33,5,4,1,1,L
7324,2007,Frankie Edgar,3,no,Decision,100,55,141,92,15,8,0,6,1,86,43,12,11,2,1,46,13,31,24,23,18,W
7325,2007,Sam Hoger,3,no,Decision,47,11,78,40,7,1,0,1,0,37,6,6,3,4,2,41,11,5,0,1,0,L
7325,2007,Lyoto Machida,3,no,Decision,95,62,117,84,4,4,0,13,1,69,42,8,6,18,14,53,35,9,5,33,22,W
7326,2007,Diego Saraiva,3,no,Decision,32,14,78,59,8,4,0,5,0,29,12,1,1,2,1,26,10,0,0,6,4,L
7326,2007,Dustin Hazelett,3,no,Decision,105,44,147,83,1,1,1,0,0,96,39,2,2,7,3,47,18,7,5,51,21,W
7309,2007,Tim Sylvia,5,yes,Decision,106,25,123,39,0,0,0,0,0,102,22,4,3,0,0,92,15,9,5,5,5,L
7309,2007,Randy Couture,5,yes,Decision,138,73,205,138,10,7,0,7,0,119,57,16,13,3,3,90,40,2,2,46,31,W
7310,2007,Drew McFedries,1,no,Submission,33,16,34,17,0,0,0,0,0,32,16,1,0,0,0,24,11,4,1,5,4,L
7310,2007,Martin Kampmann,1,no,Submission,32,15,48,30,1,1,1,1,0,23,9,9,6,0,0,21,9,6,2,5,4,W
7311,2007,Jason MacDonald,2,no,KO/TKO,27,16,38,27,11,1,0,0,0,11,0,3,3,13,13,14,4,12,11,1,1,L
7311,2007,Rich Franklin,2,no,KO/TKO,89,49,103,63,1,1,0,4,1,83,44,4,3,2,2,24,10,11,9,54,30,W
7312,2007,Chris Lytle,3,no,Decision,16,5,55,44,0,0,3,1,1,11,1,5,4,0,0,9,1,0,0,7,4,L
7312,2007,Matt Hughes,3,no,Decision,21,13,68,60,3,2,3,8,1,19,11,2,2,0,0,0,0,0,0,21,13,W
7313,2007,Renato Sobral,2,no,KO/TKO,22,5,41,23,1,1,1,2,0,15,4,6,1,1,0,11,2,8,2,3,1,L
7313,2007,Jason Lambert,2,no,KO/TKO,30,19,85,64,2,2,0,2,0,26,15,3,3,1,1,3,3,11,8,16,8,W
7314,2007,Rex Holman,1,no,KO/TKO,32,11,36,15,4,0,0,0,0,20,3,2,1,10,7,29,10,3,1,0,0,L
7314,2007,Matt Hamill,1,no,KO/TKO,49,29,68,45,1,0,0,2,0,47,28,2,1,0,0,25,10,5,4,19,15,W
7315,2007,Luigi Fioravanti,2,no,Submission,25,14,32,21,0,0,0,0,0,13,3,4,3,8,8,13,4,12,10,0,0,L
7315,2007,Jon Fitch,2,no,Submission,42,19,93,69,7,2,2,4,0,25,7,10,7,7,5,17,6,10,6,15,7,W
7316,2007,Jason Dent,3,no,Decision,42,12,151,116,0,0,0,0,0,27,4,9,4,6,4,39,10,2,1,1,1,L
7316,2007,Gleison Tibau,3,no,Decision,83,36,174,112,6,5,1,8,0,79,33,1,1,3,2,25,6,0,0,58,30,W
7317,2007,Jason Gilliam,1,no,Submission,2,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,L
7317,2007,Jamie Varner,1,no,Submission,13,7,16,10,1,1,2,1,0,12,6,0,0,1,1,1,1,0,0,12,6,W
7300,2007,Melvin Guillard,1,no,Submission,7,1,7,1,0,0,0,0,0,7,1,0,0,0,0,7,1,0,0,0,0,L
7300,2007,Joe Stevenson,1,no,Submission,3,2,3,2,1,1,1,0,0,3,2,0,0,0,0,2,2,0,0,1,0,W
7301,2007,Antoni Hardonk,3,no,Decision,35,26,61,50,0,0,1,0,0,18,10,15,14,2,2,6,3,29,23,0,0,L
7301,2007,Justin McCully,3,no,Decision,40,21,120,80,5,3,0,1,0,38,19,0,0,2,2,3,2,1,1,36,18,W
7302,2007,Dokonjonosuke Mishima,3,no,Submission,36,6,58,28,10,1,2,0,0,30,4,4,1,2,1,26,3,5,2,5,1,L
7302,2007,Kenny Florian,3,no,Submission,72,38,132,94,1,1,1,6,0,57,25,3,2,12,11,30,15,5,4,37,19,W
7303,2007,Seth Petruzelli,2,no,Submission,30,8,48,26,1,1,0,0,0,26,4,0,0,4,4,26,7,4,1,0,0,L
7303,2007,Wilson Gouveia,2,no,Submission,39,17,59,37,1,1,1,1,0,29,10,2,1,8,6,15,6,3,2,21,9,W
7304,2007,Keita Nakamura,3,no,Decision,88,32,118,49,2,2,0,0,1,85,29,2,2,1,1,63,18,12,8,13,6,L
7304,2007,Drew Fickett,3,no,Decision,174,79,241,132,5,2,0,1,0,125,36,43,37,6,6,58,16,46,34,70,29,W
7305,2007,Nate Mohr,1,no,Submission,11,6,21,16,0,0,0,0,0,8,4,2,2,1,0,3,1,3,3,5,2,L
7305,2007,Kurt Pellegrino,1,no,Submission,7,4,12,9,2,1,1,4,0,6,3,1,1,0,0,2,0,0,0,5,4,W
7306,2007,Forrest Petz,3,no,Decision,35,7,54,26,0,0,0,0,1,28,4,3,1,4,2,27,4,8,3,0,0,L
7306,2007,Kuniyoshi Hironaka,3,no,Decision,45,26,138,115,12,5,1,10,0,38,20,4,4,3,2,14,4,4,3,27,19,W
7307,2007,Rich Clementi,3,no,Decision,27,9,77,59,0,0,0,0,0,23,5,2,2,2,2,21,6,6,3,0,0,L
7307,2007,Roan Carneiro,3,no,Decision,36,22,77,59,8,7,4,8,0,30,16,4,4,2,2,12,7,10,9,14,6,W
7308,2007,Naoyuki Kotani,3,no,Decision,30,12,94,72,2,1,1,2,3,17,3,2,1,11,8,22,8,5,3,3,1,L
7308,2007,Thiago Tavares,3,no,Decision,28,21,175,159,6,4,2,7,1,18,13,7,7,3,1,11,5,0,0,17,16,W
7291,2007,Georges St-Pierre,1,yes,KO/TKO,23,6,23,6,1,0,0,0,0,20,4,0,0,3,2,23,6,0,0,0,0,L
7291,2007,Matt Serra,1,yes,KO/TKO,40,20,40,20,0,0,0,1,0,31,13,5,3,4,4,29,13,0,0,11,7,W
7292,2007,Diego Sanchez,3,no,Decision,116,12,116,12,0,0,0,0,1,108,6,2,0,6,6,116,12,0,0,0,0,L
7292,2007,Josh Koscheck,3,no,Decision,116,30,119,33,1,1,0,0,0,107,23,5,3,4,4,116,30,0,0,0,0,W
7293,2007,Leonard Garcia,3,no,Decision,89,29,134,58,1,0,2,1,2,75,23,6,3,8,3,63,17,21,9,5,3,L
7293,2007,Roger Huerta,3,no,Decision,206,85,300,152,7,6,0,8,1,198,79,8,6,0,0,77,19,41,17,88,49,W
7294,2007,Mike Swick,3,no,Decision,99,28,121,48,0,0,0,1,1,77,14,6,3,16,11,83,16,15,11,1,1,L
7294,2007,Yushin Okami,3,no,Decision,55,28,170,129,9,4,2,5,0,50,24,2,2,3,2,34,12,4,4,17,12,W
7295,2007,Alan Belcher,2,no,Submission,13,8,15,10,7,1,0,1,0,5,0,5,5,3,3,11,7,1,0,1,1,L
7295,2007,Kendall Grove,2,no,Submission,74,41,128,95,1,1,2,3,0,52,25,16,10,6,6,32,13,29,20,13,8,W
7296,2007,Brad Imes,3,no,Decision,52,19,74,35,2,1,2,1,0,47,15,4,3,1,1,36,10,8,5,8,4,L
7296,2007,Heath Herring,3,no,Decision,123,64,232,163,1,1,0,3,2,112,53,7,7,4,4,64,26,9,5,50,33,W
7297,2007,Pete Sell,3,no,Decision,14,3,25,14,0,0,2,1,0,10,1,4,2,0,0,11,2,0,0,3,1,L
7297,2007,Thales Leites,3,no,Decision,84,56,155,125,8,3,4,11,0,75,48,4,3,5,5,24,12,5,3,55,41,W
7298,2007,Pete Spratt,2,no,Submission,21,7,29,15,0,0,0,0,1,14,3,3,1,4,3,16,5,3,2,2,0,L
7298,2007,Marcus Davis,2,no,Submission,20,6,32,18,3,3,1,5,0,20,6,0,0,0,0,17,5,1,0,2,1,W
7299,2007,Josh Haynes,2,no,KO/TKO,55,9,61,15,4,1,0,0,0,48,4,4,3,3,2,51,7,4,2,0,0,L
7299,2007,Luke Cummo,2,no,KO/TKO,89,38,94,43,1,0,0,0,0,66,19,20,16,3,3,77,31,12,7,0,0,W
7281,2007,Mirko Cro Cop,1,no,KO/TKO,3,1,6,4,0,0,0,0,0,2,0,1,1,0,0,3,1,0,0,0,0,L
7281,2007,Gabriel Gonzaga,1,no,KO/TKO,46,19,58,31,1,1,0,0,0,44,18,1,0,1,1,18,2,0,0,28,17,W
7282,2007,Fabricio Werdum,3,no,Decision,78,23,83,26,3,0,0,0,0,69,15,4,3,5,5,68,16,10,7,0,0,L
7282,2007,Andrei Arlovski,3,no,Decision,81,28,85,30,0,0,0,0,0,37,9,3,0,41,19,68,19,8,5,5,4,W
7283,2007,Elvis Sinosic,2,no,KO/TKO,20,8,34,20,0,0,2,2,0,12,2,2,2,6,4,14,4,3,3,3,1,L
7283,2007,Michael Bisping,2,no,KO/TKO,77,36,144,91,1,1,0,0,1,70,30,7,6,0,0,15,7,0,0,62,29,W
7284,2007,David Heath,3,no,Decision,46,8,59,20,1,0,0,0,0,35,3,6,3,5,2,43,7,3,1,0,0,L
7284,2007,Lyoto Machida,3,no,Decision,101,67,115,80,0,0,1,4,0,65,34,18,16,18,17,60,38,12,11,29,18,W
7285,2007,Assuerio Silva,3,no,Decision,24,13,103,86,12,6,0,5,0,14,4,2,2,8,7,19,11,4,1,1,1,L
7285,2007,Cheick Kongo,3,no,Decision,113,64,148,97,0,0,1,0,1,82,40,21,16,10,8,79,37,28,23,6,4,W
7286,2007,Matt Grice,1,no,Submission,38,26,60,45,1,1,0,0,0,32,20,6,6,0,0,1,0,2,0,35,26,L
7286,2007,Terry Etim,1,no,Submission,9,5,20,16,0,0,3,0,0,6,2,2,2,1,1,8,4,1,1,0,0,W
7287,2007,David Lee,2,no,Submission,24,12,36,23,4,0,0,0,0,11,3,10,7,3,2,12,5,12,7,0,0,L
7287,2007,Junior Assuncao,2,no,Submission,49,29,84,59,1,0,2,3,0,41,21,7,7,1,1,20,9,24,15,5,5,W
7288,2007,Victor Valimaki,1,no,KO/TKO,10,0,10,0,4,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,L
7288,2007,Alessio Sakara,1,no,KO/TKO,23,6,23,6,0,0,0,0,0,23,6,0,0,0,0,20,5,3,1,0,0,W
7289,2007,Dennis Siver,1,no,Submission,3,2,5,4,1,1,0,1,0,1,0,2,2,0,0,3,2,0,0,0,0,L
7289,2007,Jess Liaudin,1,no,Submission,5,1,5,1,0,0,1,0,0,2,0,1,0,2,1,5,1,0,0,0,0,W
7290,2007,Edilberto de Oliveira,3,no,KO/TKO,142,46,142,46,5,0,0,0,0,110,20,15,15,17,11,139,45,3,1,0,0,L
7290,2007,Paul Taylor,3,no,KO/TKO,198,78,200,80,0,0,0,0,0,153,44,7,6,38,28,183,71,5,4,10,3,W
7272,2007,Chuck Liddell,1,yes,KO/TKO,11,4,11,4,0,0,0,0,0,9,2,1,1,1,1,11,4,0,0,0,0,L
7272,2007,Rampage Jackson,1,yes,KO/TKO,8,6,8,6,0,0,0,0,0,8,6,0,0,0,0,4,3,0,0,4,3,W
7273,2007,Joshua Burkman,3,no,Decision,91,16,96,20,12,2,0,0,0,84,10,3,2,4,4,72,13,17,2,2,1,L
7273,2007,Karo Parisyan,3,no,Decision,126,54,130,58,7,2,0,0,0,109,38,8,7,9,9,91,36,32,16,3,2,W
7274,2007,Ivan Salaverry,1,no,KO/TKO,9,5,9,5,0,0,0,0,0,4,0,1,1,4,4,9,5,0,0,0,0,L
7274,2007,Terry Martin,1,no,KO/TKO,20,7,20,7,3,1,0,0,0,16,5,1,0,3,2,13,1,3,2,4,4,W
7275,2007,Keith Jardine,1,no,KO/TKO,8,5,9,6,0,0,0,0,0,7,4,1,1,0,0,4,3,4,2,0,0,L
7275,2007,Houston Alexander,1,no,KO/TKO,20,17,20,17,0,0,0,0,0,17,14,2,2,1,1,1,1,15,13,4,3,W
7276,2007,Chris Leben,3,no,Decision,135,44,248,149,0,0,0,1,0,94,20,24,11,17,13,98,26,33,15,4,3,L
7276,2007,Kalib Starnes,3,no,Decision,79,47,127,90,3,2,0,1,1,46,21,28,21,5,5,39,22,15,12,25,13,W
7277,2007,James Irvin,1,no,KO/TKO,4,3,5,4,0,0,1,0,0,3,2,0,0,1,1,2,1,0,0,2,2,L
7277,2007,Thiago Silva,1,no,KO/TKO,1,1,1,1,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,W
7278,2007,Sean Salmon,1,no,Submission,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,L
7278,2007,Alan Belcher,1,no,Submission,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,W
7279,2007,Jeremy Stephens,2,no,Submission,35,7,48,19,0,0,0,0,1,30,5,3,1,2,1,27,5,0,0,8,2,L
7279,2007,Din Thomas,2,no,Submission,37,10,65,35,2,1,2,3,0,30,5,3,1,4,4,35,8,0,0,2,2,W
7280,2007,Carmelo Marrero,1,no,Submission,7,1,7,1,4,0,0,0,0,5,0,0,0,2,1,7,1,0,0,0,0,L
7280,2007,Wilson Gouveia,1,no,Submission,31,18,42,29,0,0,1,2,0,24,11,0,0,7,7,21,12,7,3,3,3,W
7263,2007,Sam Stout,3,no,Decision,286,76,288,78,0,0,0,0,0,228,40,50,30,8,6,271,64,15,12,0,0,L
7263,2007,Spencer Fisher,3,no,Decision,239,88,240,89,2,0,0,0,0,198,57,30,22,11,9,229,81,10,7,0,0,W
7264,2007,Roan Carneiro,2,no,Submission,10,4,11,5,4,2,1,0,0,5,1,5,3,0,0,4,1,4,2,2,1,L
7264,2007,Jon Fitch,2,no,Submission,34,18,70,54,1,0,1,1,0,30,14,1,1,3,3,12,5,7,4,15,9,W
7265,2007,Jordan Radev,1,no,KO/TKO,2,1,2,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,L
7265,2007,Drew McFedries,1,no,KO/TKO,10,6,10,6,0,0,0,0,0,10,6,0,0,0,0,8,4,0,0,2,2,W
7266,2007,Jason Black,2,no,Submission,4,0,20,16,0,0,2,2,1,2,0,2,0,0,0,3,0,0,0,1,0,L
7266,2007,Thiago Tavares,2,no,Submission,18,11,64,52,4,2,2,6,0,17,10,1,1,0,0,3,2,0,0,15,9,W
7267,2007,Luigi Fioravanti,3,no,Decision,121,45,121,45,1,0,0,0,0,87,14,6,4,28,27,114,41,7,4,0,0,L
7267,2007,Forrest Petz,3,no,Decision,272,40,272,40,0,0,0,0,0,232,21,38,17,2,2,267,39,5,1,0,0,W
7268,2007,Pete Spratt,2,no,Submission,34,19,44,29,0,0,0,5,1,31,16,1,1,2,2,6,5,0,0,28,14,L
7268,2007,Tamdan McCrory,2,no,Submission,14,8,19,13,5,2,2,2,0,8,5,4,3,2,0,6,3,4,1,4,4,W
7269,2007,Jeff Cox,1,no,Submission,4,0,5,1,1,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,L
7269,2007,Gleison Tibau,1,no,Submission,5,3,6,4,0,0,1,2,1,5,3,0,0,0,0,5,3,0,0,0,0,W
7270,2007,Chad Reiner,1,no,KO/TKO,9,2,9,2,0,0,0,0,0,8,1,0,0,1,1,9,2,0,0,0,0,L
7270,2007,Anthony Johnson,1,no,KO/TKO,7,3,7,3,0,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,W
7271,2007,Luke Caudillo,3,no,Decision,128,28,128,28,1,0,0,0,0,114,19,9,5,5,4,124,27,4,1,0,0,L
7271,2007,Nate Mohr,3,no,Decision,185,70,187,71,0,0,0,0,0,172,60,6,3,7,7,179,66,6,4,0,0,W
7255,2007,Yushin Okami,3,no,Decision,59,17,78,34,2,1,3,2,0,46,9,6,3,7,5,51,12,4,2,4,3,L
7255,2007,Rich Franklin,3,no,Decision,102,36,110,42,3,1,0,1,0,73,13,15,10,14,13,91,28,9,7,2,1,W
7256,2007,Hector Ramirez,3,no,Decision,74,20,74,20,3,2,0,1,0,71,19,3,1,0,0,65,17,6,2,3,1,L
7256,2007,Forrest Griffin,3,no,Decision,246,113,248,115,1,0,0,0,0,154,53,28,19,64,41,187,77,59,36,0,0,W
7257,2007,Rory Singer,2,no,KO/TKO,25,17,38,29,2,1,1,2,0,18,10,5,5,2,2,0,0,21,15,4,2,L
7257,2007,Jason MacDonald,2,no,KO/TKO,49,30,107,81,7,2,0,2,1,37,19,3,3,9,8,5,2,10,8,34,20,W
7258,2007,Clay Guida,3,no,Decision,65,36,114,82,14,4,2,4,0,50,22,13,12,2,2,31,11,5,5,29,20,L
7258,2007,Tyson Griffin,3,no,Decision,87,50,125,87,2,2,2,0,0,68,31,16,16,3,3,58,27,10,6,19,17,W
7259,2007,Scott Smith,2,no,Submission,6,3,16,12,0,0,2,0,0,6,3,0,0,0,0,2,0,1,0,3,3,L
7259,2007,Ed Herman,2,no,Submission,43,24,78,53,5,3,2,1,0,42,24,1,0,0,0,3,1,11,4,29,19,W
7260,2007,Jason Tan,1,no,KO/TKO,13,6,13,6,0,0,0,0,0,5,0,0,0,8,6,13,6,0,0,0,0,L
7260,2007,Marcus Davis,1,no,KO/TKO,14,9,14,9,0,0,0,0,0,14,9,0,0,0,0,9,5,1,0,4,4,W
7261,2007,Colin Robinson,2,no,KO/TKO,50,36,76,62,1,1,2,2,0,39,26,11,10,0,0,0,0,18,16,32,20,L
7261,2007,Eddie Sanchez,2,no,KO/TKO,67,41,94,68,2,1,0,4,1,61,38,6,3,0,0,3,1,21,15,43,25,W
7262,2007,Stevie Lynch,1,no,Submission,28,7,28,7,0,0,0,0,0,25,5,1,1,2,1,28,7,0,0,0,0,L
7262,2007,Dustin Hazelett,1,no,Submission,34,20,34,20,0,0,1,0,0,30,16,1,1,3,3,27,14,0,0,7,6,W
7245,2007,Jens Pulver,2,no,Submission,18,6,30,18,0,0,0,0,0,17,5,1,1,0,0,11,2,2,2,5,2,L
7245,2007,BJ Penn,2,no,Submission,31,23,70,60,3,3,3,7,0,29,21,2,2,0,0,14,8,2,2,15,13,W
7246,2007,Manvel Gamburyan,2,yes,Submission,34,16,46,28,4,1,1,1,0,30,12,0,0,4,4,3,1,6,5,25,10,L
7246,2007,Nate Diaz,2,yes,Submission,5,2,60,56,1,0,1,0,0,4,2,1,0,0,0,5,2,0,0,0,0,W
7247,2007,Floyd Sword,1,no,Submission,7,3,7,3,0,0,0,0,0,5,1,1,1,1,1,5,2,2,1,0,0,L
7247,2007,Thales Leites,1,no,Submission,10,6,35,28,3,2,1,4,0,5,2,2,1,3,3,4,2,0,0,6,4,W
7248,2007,Doug Evans,2,no,KO/TKO,51,20,72,36,5,4,0,2,0,41,12,5,4,5,4,34,8,12,10,5,2,L
7248,2007,Roger Huerta,2,no,KO/TKO,78,34,107,60,6,0,0,4,1,62,21,13,10,3,3,47,16,8,5,23,13,W
7249,2007,Brandon Melendez,2,no,Submission,23,6,29,12,0,0,0,1,2,21,5,2,1,0,0,19,5,0,0,4,1,L
7249,2007,Joe Lauzon,2,no,Submission,11,4,35,27,4,3,6,9,1,10,3,1,1,0,0,7,0,0,0,4,4,W
7250,2007,Andy Wang,1,no,KO/TKO,11,4,11,4,1,0,0,0,0,8,3,2,1,1,0,6,1,5,3,0,0,L
7250,2007,Cole Miller,1,no,KO/TKO,32,12,34,14,0,0,0,0,0,29,11,3,1,0,0,16,3,4,1,12,8,W
7252,2007,Gray Maynard,2,no,Could,36,20,50,33,2,2,1,6,1,29,13,7,7,0,0,8,4,9,3,19,13,NC
7252,2007,Rob Emerson,2,no,Could,11,3,17,8,1,1,1,0,0,11,3,0,0,0,0,5,2,6,1,0,0,NC
7253,2007,Allen Berube,1,no,Submission,5,4,28,26,2,2,1,1,0,5,4,0,0,0,0,1,0,0,0,4,4,L
7253,2007,Leonard Garcia,1,no,Submission,6,4,15,11,0,0,1,4,2,5,3,0,0,1,1,2,2,0,0,4,2,W
7254,2007,Brian Geraghty,1,no,KO/TKO,4,1,10,7,0,0,0,0,0,3,1,1,0,0,0,2,0,2,1,0,0,L
7254,2007,Matt Wiman,1,no,KO/TKO,33,21,37,25,2,1,0,2,0,31,19,1,1,1,1,5,1,0,0,28,20,W
7235,2007,Alvin Robinson,1,no,KO/TKO,16,6,27,15,1,1,0,0,0,14,4,2,2,0,0,9,3,6,3,1,0,L
7235,2007,Kenny Florian,1,no,KO/TKO,32,20,67,51,5,3,0,6,0,28,16,2,2,2,2,5,1,2,2,25,17,W
7236,2007,Nate Marquardt,1,yes,KO/TKO,11,3,23,12,2,1,0,1,0,9,1,1,1,1,1,6,2,0,0,5,1,L
7236,2007,Anderson Silva,1,yes,KO/TKO,15,10,35,30,1,1,0,0,0,14,9,1,1,0,0,5,4,0,0,10,6,W
7238,2007,Rashad Evans,3,no,Decision,64,19,100,53,9,2,0,1,0,57,13,7,6,0,0,50,9,14,10,0,0,D
7238,2007,Tito Ortiz,3,no,Decision,57,24,77,43,11,3,1,0,0,40,10,9,8,8,6,42,12,15,12,0,0,D
7239,2007,Hermes Franca,5,yes,Decision,23,6,79,59,0,0,3,0,1,22,5,0,0,1,1,17,4,3,1,3,1,L
7239,2007,Sean Sherk,5,yes,Decision,55,35,249,215,19,16,2,20,1,44,24,10,10,1,1,13,2,1,1,41,32,W
7240,2007,Heath Herring,3,no,Decision,127,31,144,47,0,0,0,0,2,109,19,8,3,10,9,100,21,15,5,12,5,L
7240,2007,Minotauro Nogueira,3,no,Decision,120,55,153,79,5,4,2,7,0,109,44,11,11,0,0,108,45,8,8,4,2,W
7241,2007,Mike Nickels,1,no,Submission,9,2,10,3,2,1,0,0,0,8,1,0,0,1,1,8,2,0,0,1,0,L
7241,2007,Stephan Bonnar,1,no,Submission,5,2,5,2,0,0,2,2,0,4,1,0,0,1,1,5,2,0,0,0,0,W
7242,2007,Diego Saraiva,3,no,Decision,166,49,195,78,2,0,0,0,0,155,42,5,4,6,3,147,43,15,4,4,2,L
