nom, taille, reach, age, NbMatch, NbTitleMatch, NbRound, PourcentageWin, NbWinStreak, PourcentageWinTKO, PourcentageWinDecision, PourcentageWinSubmission, PourcentageLoss, NbLossStreak, PourcentageLossTKO, PourcentageLossDecision, PourcentageLossSubmission, PourcentageHead, PourcentageHeadDef, PourcentageBody, PourcentageBodyDef, PourcentageLeg, PourcentageLegDef, PourcentageSigStrike, PourcentageSigStrikeDef, PourcentageStrike, PourcentageStrikeDef, PourcentageTakedown, PourcentageTakedownDef, PourcentageClinch, PourcentageClinchDef, PourcentageDistance, PourcentageDistanceDef, PourcentageGround, PourcentageGroundDef, NbSubAttempts, NbSubDef, NbPass, NbReversals, NbSigStrike, NbStrike, NbHead, NbBody, NbLeg, NbTakedown, NbClinch, NbDistance, NbGround, NbSigStrikeDef, NbStrikeDef, NbHeadDef, NbBodyDef, NbLegDef, NbTakedownDef, NbClinchDef, NbDistanceDef, NbGroundDef, NbMatchAgainstAdv, NbWinAgainstAdv, NbLossAgainstAdv, nom2, taille2, reach2, age2, NbMatch2, NbTitleMatch2, NbRound2, PourcentageWin2, NbWinStreak2, PourcentageWinTKO2, PourcentageWinDecision2, PourcentageWinSubmission2, PourcentageLoss2, NbLossStreak2, PourcentageLossTKO2, PourcentageLossDecision2, PourcentageLossSubmission2, PourcentageHead2, PourcentageHeadDef2, PourcentageBody2, PourcentageBodyDef2, PourcentageLeg2, PourcentageLegDef2, PourcentageSigStrike2, PourcentageSigStrikeDef2, PourcentageStrike2, PourcentageStrikeDef2, PourcentageTakedown2, PourcentageTakedownDef2, PourcentageClinch2, PourcentageClinchDef2, PourcentageDistance2, PourcentageDistanceDef2, PourcentageGround2, PourcentageGroundDef2, NbSubAttempts2, NbSubDef2, NbPass2, NbReversals2, NbSigStrike2, NbStrike2, NbHead2, NbBody2, NbLeg2, NbTakedown2, NbClinch2, NbDistance2, NbGround2, NbSigStrikeDef2, NbStrikeDef2, NbHeadDef2, NbBodyDef2, NbLegDef2, NbTakedownDef2, NbClinchDef2, NbDistanceDef2, NbGroundDef2, NbMatchAgainstAdv2, NbWinAgainstAdv2, NbLossAgainstAdv2, res
Royce Gracie,185,74.5,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerard Gordeau,195,76.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Trent Jenkins,187,75.0,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason DeLucia,180,73.6,24,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Royce Gracie,185,74.5,27,1,1,1,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,0,2,4,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Ken Shamrock,185,72.0,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Gerard Gordeau,195,76.0,34,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,3,0,1,1,0,0,0,Kevin Rosier,193,83.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Patrick Smith,187,79.0,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ken Shamrock,185,72.0,29,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,B
Art Jimmerson,185,74.5,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royce Gracie,185,74.5,27,2,1,2,1.0,2,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,4,1,2,16,1,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,B
Kevin Rosier,193,83.0,32,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.0,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.33333333333333337,0,0,0,0,3,3,1,1,1,0,0,3,0,17,17,13,1,3,0,0,8,9,0,0,0,Zane Frazier,195,80.0,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Teila Tuli,182,74.0,24,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerard Gordeau,195,76.0,34,2,1,2,0.5,1,1.0,0.0,0.0,0.5,0,0.0,0.0,1.0,0.5384615384615384,0.5,0.0,1.0,1.0,1.0,0.0,0.8,0.6470588235294118,0.5714285714285714,0.0,0.6666666666666667,0.0,0.0,0.625,0.0,0.6666666666666666,0.0,0,1,0,0,17,17,13,1,3,0,0,8,9,5,7,2,1,2,3,0,4,1,0,0,0,B
Royce Gracie,185,74.5,28,3,1,3,1.0,3,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8260869565217391,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,6,1,5,23,2,0,3,5,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,Patrick Smith,187,79.0,31,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.25,0.0,1.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.8,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0,2,0,0,8,20,4,1,3,0,1,1,6,1,4,1,0,0,2,0,0,1,0,0,0,A
Remco Pardoel,190,81.0,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royce Gracie,185,74.5,28,4,2,4,1.0,4,0.25,0.0,0.75,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.8823529411764706,0.33333333333333337,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,0,8,1,9,34,5,0,4,7,1,4,4,2,3,0,2,0,1,1,1,0,0,0,0,B
Patrick Smith,187,79.0,31,2,1,2,0.0,0,0.0,0.0,0.0,1.0,2,0.5,0.0,0.5,0.25,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5,0.0,0.782608695652174,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0,2,0,0,10,23,4,3,3,0,2,2,6,5,15,4,0,1,4,1,0,4,0,0,0,Johnny Rhodes,182,74.0,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Royce Gracie,185,74.5,28,5,2,5,1.0,5,0.2,0.0,0.8,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.25,0.0,0.5555555555555556,0.5,0.8823529411764706,0.33333333333333337,0.4444444444444444,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3,0,9,1,9,34,5,0,4,9,1,4,4,2,3,0,2,0,1,1,1,0,0,0,0,Jason DeLucia,180,73.6,25,1,0,1,1.0,1,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.8571428571428572,0.3333333333333333,0.8571428571428572,0.5,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,1,0,1,0,9,9,7,1,1,2,0,9,0,7,7,5,1,1,0,0,7,0,0,0,0,A
Remco Pardoel,190,81.0,25,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Orlando Wiet,177,71.5,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Fred Ettish,182,74.0,39,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Rhodes,182,74.0,33,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.4,0.75,0.0,0.0,0.5,0.6666666666666667,0.0,0.5833333333333333,0.4444444444444444,0.5833333333333333,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0,1,0,0,9,9,5,0,4,0,0,9,0,12,12,4,2,6,0,2,10,0,0,0,0,B
Patrick Smith,187,79.0,31,3,1,3,0.3333333333333333,1,0.0,0.0,1.0,0.6666666666666666,0,0.5,0.0,0.5,0.25,0.33333333333333337,0.8,0.0,0.4444444444444444,0.4,0.45454545454545453,0.3571428571428571,0.6571428571428571,0.20833333333333337,0.0,0.5,1.0,0.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.0,1,2,0,0,22,35,8,5,9,0,4,12,6,14,24,9,0,5,4,1,9,4,0,0,0,Scott Morris,182,71.5,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Minoki Ichihara,170,67.5,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royce Gracie,185,74.5,28,6,2,6,1.0,6,0.16666666666666666,0.0,0.8333333333333334,0.0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.5,0.25,0.0,0.0,0.5,0.8823529411764706,0.33333333333333337,0.4444444444444444,0.5,1.0,0.0,0.0,0.0,1.0,0.0,4,0,10,2,9,34,5,0,4,9,1,4,4,2,3,0,2,0,2,1,1,0,0,0,0,B
Scott Baker,182,74.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason DeLucia,180,73.6,25,2,0,2,0.5,0,0.0,0.0,1.0,0.5,1,0.0,0.0,1.0,0.42857142857142855,1.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428572,0.3333333333333333,0.8571428571428572,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1,1,1,0,9,9,7,1,1,3,0,9,0,7,7,5,1,1,0,0,7,0,0,0,0,B
Alberto Cerra Leon,172,74.0,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Remco Pardoel,190,81.0,25,2,0,2,0.5,1,1.0,0.0,0.0,0.5,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2857142857142857,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,7,7,7,0,0,1,0,0,7,2,7,1,0,1,2,0,2,0,0,0,0,B
Orlando Wiet,177,71.5,29,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,0,2,7,1,0,1,0,0,2,0,7,7,7,0,0,1,0,0,7,0,0,0,Robert Lucarelli,187,75.0,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Frank Hamaker,190,78.0,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thaddeus Luster,190,80.0,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
David Levicki,195,79.5,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnny Rhodes,182,74.0,33,2,0,2,0.5,1,0.0,0.0,1.0,0.5,0,0.0,0.0,1.0,0.42424242424242425,0.8,0.0,0.33333333333333337,0.6,0.5,0.0,0.5263157894736843,0.5319148936170213,0.4782608695652174,0.0,0.0,0.5,0.0,0.4666666666666667,0.0,0.42857142857142855,0.0,1,1,1,0,38,47,33,0,5,0,2,15,21,19,23,5,6,8,0,2,17,0,0,0,0,B
Ray Wizard,187,76.0,29,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrick Smith,187,79.0,31,4,1,4,0.5,2,0.5,0.0,0.5,0.5,0,0.5,0.0,0.5,0.5833333333333334,0.33333333333333337,0.0,0.0,0.4444444444444444,0.4,0.0,0.3571428571428571,0.7,0.20833333333333337,0.0,0.6,1.0,0.0,0.3333333333333333,0.0,0.6363636363636364,0.0,1,2,1,0,39,60,24,6,9,0,5,12,22,14,24,9,0,5,5,1,9,4,0,0,0,B
Scott Morris,182,71.5,33,1,0,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.23529411764705888,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,17,25,16,1,0,0,1,0,16,0,0,0,Sean Daugherty,182,74.0,19,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Harold Howard,187,78.0,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Jennum,177,71.5,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Ken Shamrock,185,72.0,30,2,0,2,0.5,1,0.0,0.0,1.0,0.5,0,0.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.33333333333333337,1.0,0.5,1.0,0.125,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,2,1,0,0,1,4,1,0,0,3,0,0,1,8,32,4,1,3,1,1,1,6,0,0,0,Felix Lee Mitchell,180,73.8,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Royce Gracie,185,74.5,28,7,2,7,1.0,7,0.14285714285714285,0.0,0.8571428571428571,0.0,0,0.0,0.0,0.0,0.8,0.5,0.0,0.5,0.375,1.0,0.5384615384615384,0.5555555555555556,0.9459459459459459,0.26315789473684215,0.5,0.5,1.0,0.0,0.25,1.0,1.0,0.4,6,0,11,2,13,148,5,0,8,10,1,8,4,9,19,6,2,1,2,1,3,5,0,0,0,Kimo Leopoldo,190,79.0,26,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Harold Howard,187,78.0,36,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.3333333333333333,0.4545454545454546,0.0,0.0,0.0,0.0,0.3333333333333333,0.4545454545454546,0.42857142857142855,0.46153846153846156,0.0,0.0,1.0,0.0,0.25,0.5,0.0,0.4444444444444444,1,0,0,0,6,7,6,0,0,0,1,4,1,11,13,11,0,0,1,0,2,9,0,0,0,Roland Payne,175,71.8,30,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Christophe Leninger,182,74.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ken Shamrock,185,72.0,30,3,0,3,0.6666666666666666,2,0.0,0.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,1.0,0.75,0.0,0.0,1.0,0.19999999999999996,0.0,0.36363636363636365,1.0,0.09259259259259256,0.4,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666667,3,1,3,0,5,11,2,2,1,5,3,0,2,11,54,4,2,5,1,4,1,6,0,0,0,B
Emmanuel Yarborough,203,84.0,34,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Keith Hackney,180,73.6,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Royce Gracie,185,74.5,28,8,2,8,1.0,8,0.125,0.0,0.875,0.0,0,0.0,0.0,0.0,0.8333333333333334,0.5,0.0,0.25,0.36363636363636365,0.5,0.47368421052631576,0.4444444444444444,0.9289940828402367,0.31034482758620685,0.4166666666666667,0.33333333333333337,0.42857142857142855,0.0,0.25,1.0,1.0,0.4,7,0,12,3,19,169,6,2,11,12,7,8,4,18,29,12,4,2,3,4,4,10,0,0,0,Dan Severn,187,78.0,36,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Dan Severn,187,78.0,36,1,1,1,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,0.627906976744186,0.04761904761904767,1.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0,3,0,0,7,43,7,0,0,1,0,0,7,4,84,1,0,3,0,0,4,0,0,0,0,Marcus Bossett,185,74.5,27,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Keith Hackney,180,73.6,36,1,0,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6444444444444445,0.8,0.0,0.0,1.0,0.0,0.68,0.8,0.6923076923076923,0.5555555555555556,0.0,1.0,0.6666666666666666,0.0,0.75,1.0,0.6666666666666666,0.6666666666666667,0,0,0,0,50,52,45,0,5,0,3,8,39,5,9,5,0,0,1,0,2,3,0,0,0,Royce Gracie,185,74.5,28,9,3,9,1.0,9,0.1111111111111111,0.0,0.8888888888888888,0.0,0,0.0,0.0,0.0,0.7142857142857143,0.4736842105263158,0.0,0.25,0.2857142857142857,0.5,0.68,0.43999999999999995,0.9367588932806324,0.3472222222222222,0.4166666666666667,0.25,0.42857142857142855,0.0,0.16666666666666666,1.0,1.0,0.4117647058823529,10,0,12,3,23,253,7,2,14,12,7,12,4,25,72,19,4,2,4,4,4,17,0,0,0,B
Anthony Macias,175,71.8,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dan Severn,187,78.0,36,2,1,2,0.5,1,0.0,0.0,1.0,0.5,0,0.0,0.0,1.0,0.5714285714285714,1.0,0.0,0.5,0.0,1.0,0.0,0.8333333333333334,0.627906976744186,0.05747126436781613,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,1,3,2,0,7,43,7,0,0,2,0,0,7,6,87,1,2,3,0,0,6,0,0,0,0,B
