nom, taille, reach, age, NbMatch, NbTitleMatch, NbRound, PourcentageWin, NbWinStreak, PourcentageWinTKO, PourcentageWinDecision, PourcentageWinSubmission, PourcentageLoss, NbLossStreak, PourcentageLossTKO, PourcentageLossDecision, PourcentageLossSubmission, PourcentageHead, PourcentageHeadDef, PourcentageBody, PourcentageBodyDef, PourcentageLeg, PourcentageLegDef, PourcentageSigStrike, PourcentageSigStrikeDef, PourcentageStrike, PourcentageStrikeDef, PourcentageTakedown, PourcentageTakedownDef, PourcentageClinch, PourcentageClinchDef, PourcentageDistance, PourcentageDistanceDef, PourcentageGround, PourcentageGroundDef, NbSubAttempts, NbSubDef, NbPass, NbReversals, NbSigStrike, NbStrike, NbHead, NbBody, NbLeg, NbTakedown, NbClinch, NbDistance, NbGround, NbSigStrikeDef, NbStrikeDef, NbHeadDef, NbBodyDef, NbLegDef, NbTakedownDef, NbClinchDef, NbDistanceDef, NbGroundDef, NbMatchAgainstAdv, NbWinAgainstAdv, NbLossAgainstAdv, nom2, taille2, reach2, age2, NbMatch2, NbTitleMatch2, NbRound2, PourcentageWin2, NbWinStreak2, PourcentageWinTKO2, PourcentageWinDecision2, PourcentageWinSubmission2, PourcentageLoss2, NbLossStreak2, PourcentageLossTKO2, PourcentageLossDecision2, PourcentageLossSubmission2, PourcentageHead2, PourcentageHeadDef2, PourcentageBody2, PourcentageBodyDef2, PourcentageLeg2, PourcentageLegDef2, PourcentageSigStrike2, PourcentageSigStrikeDef2, PourcentageStrike2, PourcentageStrikeDef2, PourcentageTakedown2, PourcentageTakedownDef2, PourcentageClinch2, PourcentageClinchDef2, PourcentageDistance2, PourcentageDistanceDef2, PourcentageGround2, PourcentageGroundDef2, NbSubAttempts2, NbSubDef2, NbPass2, NbReversals2, NbSigStrike2, NbStrike2, NbHead2, NbBody2, NbLeg2, NbTakedown2, NbClinch2, NbDistance2, NbGround2, NbSigStrikeDef2, NbStrikeDef2, NbHeadDef2, NbBodyDef2, NbLegDef2, NbTakedownDef2, NbClinchDef2, NbDistanceDef2, NbGroundDef2, NbMatchAgainstAdv2, NbWinAgainstAdv2, NbLossAgainstAdv2, res
Glaico Franca,182,77.0,24,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fernando Bruno,167,70.0,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Dileno Lopes,165,65.0,31,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reginaldo Vieira,170,65.0,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
Minotauro Nogueira,190,77.0,39,10,2,19,0.5,0,0.2,0.4,0.4,0.5,2,0.6,0.0,0.4,0.34419551934826886,0.6493955094991364,0.7878787878787878,0.37142857142857144,1.0,0.16000000000000003,0.3838951310861423,0.5978915662650602,0.5406758448060075,0.5233160621761659,0.30434782608695654,0.375,0.75,0.39344262295081966,0.3411016949152542,0.6510318949343339,0.6111111111111112,0.37142857142857144,10,2,16,4,534,799,491,33,10,23,44,472,18,664,772,579,35,50,8,61,533,70,0,0,0,Stefan Struve,210,84.0,27,14,0,23,0.6428571428571429,0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.35714285714285715,2,1.0,0.0,0.0,0.34942528735632183,0.5786290322580645,0.7878787878787878,0.1724137931034483,0.875,0.17910447761194026,0.3838951310861423,0.48307692307692307,0.5581395348837209,0.4475431606905711,0.75,0.36363636363636365,0.47058823529411764,0.44999999999999996,0.4474789915966387,0.6510318949343339,0.631578947368421,0.49444444444444446,19,4,11,5,567,774,435,52,80,4,34,476,57,650,753,496,87,67,11,40,430,180,0,0,0,B
Antonio Silva,193,80.0,36,7,1,13,0.2857142857142857,0,1.0,0.0,0.0,0.5714285714285714,2,1.0,0.0,0.0,0.4362745098039216,0.46607669616519176,0.696969696969697,0.11627906976744184,0.7894736842105263,0.0,0.5163636363636364,0.41370558375634514,0.592797783933518,0.33333333333333337,0.0,0.5555555555555556,0.6170212765957447,0.21875,0.47715736040609136,0.4980392156862745,0.6129032258064516,0.2710280373831776,0,0,3,0,275,361,204,33,38,7,47,197,31,394,540,339,43,12,9,32,255,107,0,0,0,Soa Palelei,193,81.0,38,6,0,13,0.6666666666666666,1,1.0,0.0,0.0,0.3333333333333333,0,0.5,0.5,0.0,0.5390070921985816,0.5702127659574467,0.6363636363636364,0.30612244897959184,0.9230769230769231,0.19999999999999996,0.5795454545454546,0.4890282131661442,0.75,0.2948073701842546,0.47058823529411764,0.8,0.7027027027027027,0.24137931034482762,0.39285714285714285,0.4980392156862745,0.7818181818181819,0.11764705882352944,0,4,12,0,176,364,141,22,13,17,37,84,55,319,597,235,49,35,10,116,186,17,0,0,0,A
Jessica Aguilar,160,63.0,33,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Claudia Gadelha,162,63.0,27,2,0,6,0.5,0,0.0,1.0,0.0,0.5,1,0.0,1.0,0.0,0.3507853403141361,0.8177777777777777,0.0,0.32352941176470584,1.0,0.5714285714285714,0.0,0.7481203007518797,0.5753012048192772,0.6842105263157895,0.5454545454545454,0.0,0.5769230769230769,0.3793103448275862,0.3151515151515151,0.0,0.6976744186046512,0.5714285714285714,3,0,7,0,234,332,191,35,8,22,26,165,43,266,304,225,34,7,0,29,230,7,0,0,0,B
Neil Magny,190,80.0,28,10,0,26,0.8,7,0.375,0.5,0.125,0.2,0,0.0,0.5,0.5,0.3946700507614213,0.7447916666666667,0.7410714285714286,0.4651162790697675,0.8157894736842105,0.09756097560975607,0.4672131147540984,0.6457925636007829,0.601418439716312,0.5389312977099237,0.5227272727272727,0.7115384615384616,0.7643312101910829,0.43103448275862066,0.3562874251497006,0.7060301507537688,0.6490066225165563,0.4363636363636364,1,4,25,2,976,1410,788,112,76,44,157,668,151,511,655,384,86,41,52,58,398,55,0,0,0,Demian Maia,185,72.0,38,20,1,53,0.7,2,0.07142857142857142,0.5,0.42857142857142855,0.3,0,0.16666666666666666,0.8333333333333334,0.0,0.36199095022624433,0.7166301969365427,0.7410714285714286,0.4358974358974359,0.7777777777777778,0.23333333333333328,0.4672131147540984,0.6274343776460627,0.5889710062535531,0.5090791180285343,0.3076923076923077,0.6774193548387097,0.5833333333333334,0.4285714285714286,0.275,0.7060301507537688,0.7196969696969697,0.3833333333333333,19,6,64,3,1040,1759,884,111,45,156,96,680,264,1181,1542,914,117,150,31,56,1005,120,0,0,0,B
Patrick Cummins,187,76.0,35,5,0,10,0.6,0,0.3333333333333333,0.6666666666666666,0.0,0.4,1,1.0,0.0,0.0,0.5608108108108109,0.7374301675977654,0.8,0.17647058823529416,0.9166666666666666,0.33333333333333337,0.5851393188854489,0.6588785046728972,0.6717391304347826,0.6454545454545455,0.5,0.75,0.7916666666666666,0.1875,0.33620689655172414,0.76,0.7158469945355191,0.21739130434782605,1,1,14,0,323,460,296,15,12,36,24,116,183,214,220,179,17,18,4,16,175,23,0,0,0,Rafael Feijao,185,73.0,35,3,0,5,0.3333333333333333,0,1.0,0.0,0.0,0.6666666666666666,1,0.5,0.5,0.0,0.3942307692307692,0.6046511627906976,0.6,0.23076923076923073,0.6,0.06666666666666665,0.42016806722689076,0.4648648648648649,0.4732824427480916,0.3724696356275303,0.0,0.5882352941176471,0.8333333333333334,0.25,0.336734693877551,0.76,0.6666666666666666,0.17647058823529416,0,0,0,0,119,131,104,10,5,0,18,98,3,185,247,129,26,30,17,20,131,34,0,0,0,A
Warlley Alves,180,72.0,24,2,1,6,1.0,2,0.0,0.5,0.5,0.0,0,0.0,0.0,0.0,0.416,0.5801526717557253,0.6666666666666666,0.34375,0.8,0.2142857142857143,0.45517241379310347,0.5084745762711864,0.5337078651685393,0.43540669856459335,0.75,1.0,0.4117647058823529,0.26315789473684215,0.3958333333333333,0.5379746835443038,0.65625,0.0,2,0,4,0,145,178,125,15,5,4,17,96,32,177,209,131,32,14,1,19,158,0,0,0,0,Nordine Taleb,185,74.0,34,3,0,9,1.0,3,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.5238095238095238,0.842391304347826,0.8,0.5294117647058824,0.75,0.32499999999999996,0.5905511811023622,0.7344398340248963,0.7192982456140351,0.5833333333333333,0.8571428571428571,0.7777777777777778,0.8636363636363636,0.5294117647058824,0.5125,0.5379746835443038,0.6805555555555556,0.0,0,1,8,0,254,399,189,45,20,14,22,160,72,241,312,184,17,40,9,17,224,0,0,0,0,A
Leandro Issa,170,69.0,32,3,0,7,0.6666666666666666,2,0.0,0.0,1.0,0.3333333333333333,0,0.0,0.0,1.0,0.25139664804469275,0.6699999999999999,0.45454545454545453,0.5909090909090908,0.9,0.09999999999999998,0.3739130434782609,0.6379310344827587,0.4850498338870432,0.5387323943661972,0.2857142857142857,0.5,0.8181818181818182,0.33333333333333337,0.3251231527093596,0.7311827956989247,0.6875,0.2142857142857143,5,2,12,2,230,301,179,11,40,21,11,203,16,232,284,200,22,10,2,18,186,28,0,0,0,Iuri Alcantara,175,71.0,35,10,0,24,0.6,0,0.3333333333333333,0.6666666666666666,0.0,0.3,1,0.0,1.0,0.0,0.41745283018867924,0.558282208588957,0.45454545454545453,0.45999999999999996,0.6,0.2698412698412699,0.3739130434782609,0.5056947608200455,0.60375,0.2986184909670563,0.7,0.5111111111111111,0.88,0.2142857142857143,0.3772609819121447,0.7311827956989247,0.7391304347826086,0.3595505617977528,5,0,32,1,527,800,424,88,15,20,25,387,115,439,941,326,50,63,45,28,233,178,0,0,0,B
Clint Hester,187,77.0,29,5,0,13,0.8,0,0.5,0.5,0.0,0.2,1,1.0,0.0,0.0,0.36923076923076925,0.7114914425427873,0.7647058823529411,0.1515151515151515,0.7647058823529411,0.29032258064516125,0.43148148148148147,0.6448202959830867,0.4716981132075472,0.5652951699463327,0.4444444444444444,0.625,0.696969696969697,0.5625,0.3897216274089936,0.6721698113207547,0.7,0.33333333333333337,0,0,5,2,540,583,455,51,34,9,33,467,40,473,559,409,33,31,24,16,424,33,0,0,0,Vitor Miranda,185,77.0,36,2,1,4,0.5,1,1.0,0.0,0.0,0.5,0,0.0,1.0,0.0,0.37037037037037035,0.7472527472527473,0.7647058823529411,0.2222222222222222,0.68,0.19999999999999996,0.43148148148148147,0.6761904761904762,0.7530864197530864,0.5736434108527132,0.0,0.2222222222222222,1.0,0.2222222222222222,0.45,0.6721698113207547,1.0,0.6666666666666667,0,2,0,0,68,162,27,16,25,1,2,60,6,105,129,91,9,5,9,9,81,15,0,0,0,B
Hugo Viana,167,67.0,33,5,0,11,0.6,0,0.3333333333333333,0.6666666666666666,0.0,0.4,1,1.0,0.0,0.0,0.30886075949367087,0.6914600550964187,0.6707317073170732,0.2622950819672131,0.8823529411764706,0.1875,0.38866396761133604,0.5986842105263157,0.41603053435114506,0.5522088353413654,0.0,0.5384615384615384,0.5,0.23684210526315785,0.3812636165577342,0.6942148760330579,0.45454545454545453,0.21818181818181814,0,0,0,0,494,524,395,82,17,0,24,459,11,456,498,363,61,32,13,38,363,55,0,0,0,Guido Cannetti,167,68.0,36,1,0,2,0.0,0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.3191489361702128,0.5777777777777777,0.6707317073170732,0.3125,1.0,0.0,0.38866396761133604,0.4920634920634921,0.4864864864864865,0.39534883720930236,0.5,0.0,0.631578947368421,0.23076923076923073,0.42,0.6942148760330579,0.5,0.33333333333333337,0,1,1,0,73,74,47,21,5,2,19,50,4,63,86,45,16,2,0,13,38,12,0,0,0,B
Glover Teixeira,187,76.0,36,7,1,16,0.7142857142857143,0,0.4,0.2,0.4,0.2857142857142857,2,0.0,1.0,0.0,0.4024390243902439,0.6529516994633273,0.5714285714285714,0.18181818181818177,1.0,0.10256410256410253,0.4200626959247649,0.5803981623277182,0.48751642575558474,0.5139072847682119,0.5263157894736842,0.6,0.46153846153846156,0.34615384615384615,0.314214463840399,0.6441947565543071,0.6666666666666666,0.19512195121951215,3,3,13,1,638,761,574,63,1,19,78,401,159,653,755,559,55,39,30,78,534,41,0,0,0,Ovince Saint Preux,190,80.0,32,7,0,14,0.8571428571428571,2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.14285714285714285,0,0.0,1.0,0.0,0.375,0.6636363636363636,0.6363636363636364,0.4193548387096774,0.7,0.2909090909090909,0.4296028880866426,0.5204081632653061,0.4750830564784053,0.4140350877192982,0.5,0.6875,0.5333333333333333,0.2222222222222222,0.38461538461538464,0.6441947565543071,0.75,0.3157894736842105,2,1,5,0,277,301,224,33,20,10,15,234,28,196,285,110,31,55,32,27,150,19,0,0,0,A
Michael Johnson,177,73.0,29,12,1,30,0.6666666666666666,4,0.375,0.625,0.0,0.3333333333333333,0,0.0,0.5,0.5,0.2793969849246231,0.6790419161676646,0.510989010989011,0.5238095238095238,0.7863247863247863,0.18000000000000005,0.35780525502318394,0.6398348813209495,0.37602382725241995,0.5521628498727735,0.5,0.7843137254901961,0.6422018348623854,0.3913043478260869,0.3230088495575221,0.7482900136798906,0.509090909090909,0.28645833333333337,0,7,0,2,1294,1343,995,182,117,12,109,1130,55,969,1179,835,84,50,51,46,731,192,0,0,0,Beneil Dariush,177,72.0,26,6,0,12,0.8333333333333334,4,0.0,0.4,0.6,0.16666666666666666,0,1.0,0.0,0.0,0.3770491803278688,0.6622222222222223,0.510989010989011,0.4193548387096774,0.6956521739130435,0.09677419354838712,0.35780525502318394,0.5749128919860627,0.5517241379310345,0.4727272727272728,0.5333333333333333,0.8333333333333334,0.6271186440677966,0.34883720930232553,0.3684210526315789,0.7482900136798906,0.6666666666666666,0.13636363636363635,5,4,20,0,275,348,183,69,23,15,59,171,45,287,385,225,31,31,12,43,222,22,0,0,0,B
Sam Alvey,187,75.0,29,4,0,6,0.75,3,1.0,0.0,0.0,0.25,0,0.0,1.0,0.0,0.5,0.6962962962962963,0.5882352941176471,0.45833333333333337,1.0,0.15254237288135597,0.5102040816326531,0.5229357798165137,0.5384615384615384,0.5022026431718062,0.0,0.7142857142857143,0.6349206349206349,0.5,0.4049586776859504,0.5242718446601942,0.9166666666666666,0.0,0,0,1,0,196,208,178,17,1,0,63,121,12,218,227,135,24,59,7,12,206,0,0,0,0,Derek Brunson,185,77.0,31,5,0,11,0.8,2,0.25,0.5,0.25,0.2,0,1.0,0.0,0.0,0.31981981981981983,0.6447368421052632,0.5882352941176471,0.18367346938775508,0.6756756756756757,0.1875,0.5102040816326531,0.4849785407725322,0.5614849187935035,0.35465116279069764,0.36666666666666664,1.0,0.5,0.21052631578947367,0.3333333333333333,0.5242718446601942,0.5555555555555556,0.14814814814814814,3,0,14,0,274,431,222,15,37,30,10,219,45,233,344,152,49,32,4,19,187,27,0,0,0,B
Jared Rosholt,187,75.0,29,5,0,13,0.8,1,0.25,0.75,0.0,0.2,0,1.0,0.0,0.0,0.4063926940639269,0.7132352941176471,0.8260869565217391,0.33333333333333337,0.9230769230769231,0.19999999999999996,0.5189003436426117,0.6369047619047619,0.706081081081081,0.4115523465703971,0.4117647058823529,1.0,0.7586206896551724,0.4347826086956522,0.2972972972972973,0.7058823529411764,0.7411764705882353,0.11111111111111116,0,0,12,0,291,592,219,46,26,17,58,148,85,168,277,136,27,5,6,23,136,9,0,0,0,Tim Johnson,190,77.0,30,1,0,1,1.0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.3181818181818182,0.736842105263158,0.16666666666666666,1.0,0.7777777777777778,0.19999999999999996,0.3728813559322034,0.64,0.4583333333333333,0.5925925925925926,0.5,1.0,0.6666666666666666,1.0,0.10344827586206896,0.7058823529411764,0.6111111111111112,0.0,0,0,2,0,59,72,44,6,9,2,12,29,18,25,27,19,1,5,1,3,22,0,0,0,0,A
Sara McMann,167,66.0,35,4,1,8,0.5,0,0.5,0.5,0.0,0.5,1,0.5,0.5,0.0,0.36627906976744184,0.574468085106383,0.6666666666666666,0.18518518518518523,0.8333333333333334,0.0,0.43457943925233644,0.4831460674157303,0.5987654320987654,0.24189526184538657,0.6153846153846154,0.0,0.782608695652174,0.24137931034482762,0.32867132867132864,0.6886792452830188,0.5833333333333334,0.13953488372093026,0,2,8,0,214,324,172,30,12,13,23,143,48,178,401,141,27,10,0,29,106,43,0,0,0,Amanda Nunes,172,69.0,27,4,0,6,0.75,1,1.0,0.0,0.0,0.25,0,1.0,0.0,0.0,0.45454545454545453,0.47619047619047616,0.6666666666666666,0.25,0.6666666666666666,0.5714285714285714,0.43457943925233644,0.4512195121951219,0.5542168674698795,0.2857142857142857,0.5,0.4,0.3333333333333333,0.25,0.625,0.6886792452830188,0.45,0.3191489361702128,0,3,4,0,127,166,110,5,12,8,3,24,100,82,140,63,12,7,5,12,23,47,0,0,0,B
Ray Borg,162,63.0,22,3,0,7,0.6666666666666666,2,0.0,0.0,1.0,0.3333333333333333,0,0.0,1.0,0.0,0.4883720930232558,0.7037037037037037,0.8333333333333334,0.16666666666666663,0.6666666666666666,0.19999999999999996,0.5689655172413793,0.4736842105263158,0.6728971962616822,0.2594594594594595,0.7333333333333333,0.6,0.375,0.19354838709677424,0.391304347826087,0.74,0.7777777777777778,0.1428571428571429,8,0,9,1,58,107,43,12,3,15,8,23,27,95,185,54,36,5,5,31,50,14,0,0,0,Geane Herrera,165,66.0,25,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
Oluwale Bamgbose,180,78.0,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uriah Hall,182,79.0,31,6,1,14,0.5,0,0.6666666666666666,0.3333333333333333,0.0,0.5,1,0.0,1.0,0.0,0.3917910447761194,0.8166666666666667,0.0,0.4461538461538461,0.9264705882352942,0.16814159292035402,0.0,0.5837320574162679,0.5795918367346938,0.47048611111111116,0.4,0.76,0.8181818181818182,0.21568627450980393,0.4764705882352941,0.0,0.7,0.47619047619047616,1,1,1,3,413,490,268,77,68,15,33,340,40,418,576,240,65,113,25,51,346,21,0,0,0,B
Tom Watson,185,73.0,33,6,0,17,0.3333333333333333,0,0.5,0.5,0.0,0.6666666666666666,1,0.0,1.0,0.0,0.28932038834951457,0.5780254777070064,0.5130434782608696,0.29032258064516125,0.8333333333333334,0.06382978723404253,0.41732283464566927,0.5210312075983718,0.44125,0.4642857142857143,0.0,0.4509803921568627,0.6090225563909775,0.3252032520325203,0.3715670436187399,0.5879120879120879,0.7,0.3382352941176471,0,3,0,0,762,800,515,115,132,6,133,619,10,737,840,628,62,47,51,123,546,68,0,0,0,Chris Camozzi,187,76.0,29,13,0,33,0.46153846153846156,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5384615384615384,5,0.0,0.5714285714285714,0.42857142857142855,0.2981427174975562,0.7033248081841432,0.5130434782608696,0.43137254901960786,0.8169014084507042,0.12230215827338131,0.41732283464566927,0.5893854748603352,0.47249190938511326,0.5359741309620049,0.0,0.607843137254902,0.6744186046511628,0.30578512396694213,0.3936944219886823,0.5879120879120879,0.7857142857142857,0.33333333333333337,4,5,1,1,1380,1545,1023,144,213,16,129,1237,14,1074,1237,782,153,139,51,121,905,48,0,0,0,B
Willie Gates,172,70.0,28,2,0,4,0.5,1,1.0,0.0,0.0,0.5,0,0.0,0.0,1.0,0.2926829268292683,0.5625,0.9166666666666666,0.19999999999999996,0.42857142857142855,0.33333333333333337,0.37962962962962965,0.4444444444444444,0.42735042735042733,0.33999999999999997,0.0,0.8,0.7142857142857143,0.2777777777777778,0.26436781609195403,0.65625,0.9285714285714286,0.038461538461538436,1,1,1,0,108,117,82,12,14,0,7,87,14,108,150,64,20,24,5,18,64,26,0,0,0,Dustin Ortiz,165,65.0,27,5,0,15,0.6,0,0.3333333333333333,0.6666666666666666,0.0,0.4,1,0.0,1.0,0.0,0.3183098591549296,0.603225806451613,0.9166666666666666,0.40625,0.7931034482758621,0.140625,0.37962962962962965,0.5068493150684932,0.5983263598326359,0.4475247524752475,0.32432432432432434,0.4814814814814815,0.7127659574468085,0.24242424242424243,0.27009646302250806,0.65625,0.8133333333333334,0.1071428571428571,0,8,17,3,480,717,355,96,29,37,94,311,75,438,505,310,64,64,27,66,344,28,0,0,0,B
Sirwan Kakai,165,66.0,26,1,0,3,1.0,1,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.34532374100719426,0.7651006711409396,0.5714285714285714,0.3142857142857143,0.0,0.0,0.3561643835616438,0.6793478260869565,0.4748603351955307,0.6702127659574468,0.5,0.0,0.68,0.43999999999999995,0.2711864406779661,0.7169811320754718,1.0,0.0,0,0,1,0,146,179,139,7,0,10,25,118,3,184,188,149,35,0,0,25,159,0,0,0,0,Frankie Saenz,167,66.0,35,2,0,6,1.0,2,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.35074626865671643,0.6265060240963856,0.5714285714285714,0.16666666666666663,0.8653846153846154,0.0,0.3561643835616438,0.5,0.6083086053412463,0.4117647058823529,0.6153846153846154,0.5,0.8,0.25,0.28440366972477066,0.7169811320754718,0.56,0.2857142857142857,0,0,3,1,224,337,134,38,52,13,65,109,50,112,136,83,24,5,4,8,97,7,0,0,0,B
Jonathan Wilson,187,75.0,28,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chris Dempsey,177,72.0,28,2,0,4,0.5,1,0.0,1.0,0.0,0.5,0,1.0,0.0,0.0,0.2814814814814815,0.7239263803680982,1.0,0.0,0.5,0.0,0.3146853146853147,0.6900584795321638,0.39520958083832336,0.6505376344086021,0.25,0.0,0.7777777777777778,0.6666666666666667,0.2578125,0.0,0.8333333333333334,0.0,0,0,2,0,143,167,135,6,2,12,9,128,6,171,186,163,2,6,4,6,164,1,0,0,0,A
Roman Salazar,170,67.0,27,2,0,3,0.0,0,0.0,0.0,0.0,0.5,0,0.0,0.0,1.0,0.2765957446808511,0.6964285714285714,0.6,0.75,1.0,0.0,0.34545454545454546,0.6363636363636364,0.3728813559322034,0.6268656716417911,0.25,0.5,0.75,0.4,0.3137254901960784,0.6610169491525424,0.0,0.5,0,1,0,0,55,59,47,5,3,4,4,51,0,66,67,56,4,6,2,5,59,2,0,0,0,Marlon Vera,172,70.0,23,1,0,3,0.0,0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.43478260869565216,0.56,0.6,0.4285714285714286,0.0,0.0,0.34545454545454546,0.5,0.4838709677419355,0.32692307692307687,1.0,0.75,1.0,0.25,0.2692307692307692,0.6610169491525424,0.5714285714285714,0.4,2,0,7,0,56,62,46,10,0,1,2,26,28,62,104,50,7,5,4,8,29,25,0,0,0,B
Scott Holtzman,175,69.0,32,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony Christodoulou,175,72.0,28,1,0,2,0.0,0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.18181818181818182,0.40909090909090906,0.0,0.16666666666666663,0.6,0.33333333333333337,0.23684210526315788,0.3728813559322034,0.23684210526315788,0.3728813559322034,0.0,0.0,0.0,0.6666666666666667,0.25,0.0,0.0,0.33333333333333337,0,0,0,0,38,38,33,0,5,1,1,36,1,59,59,44,6,9,2,3,44,12,0,0,0,A
Max Holloway,180,69.0,24,12,0,30,0.75,6,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.25,0,0.0,0.6666666666666666,0.3333333333333333,0.355584082156611,0.7657266811279826,0.6865671641791045,0.5568181818181819,0.7681159420289855,0.23353293413173648,0.41741424802110816,0.6929316338354576,0.4333502280790674,0.6786516853932585,0.5,0.7837837837837838,0.6729559748427673,0.40740740740740744,0.374390243902439,0.7158160050409578,0.7291666666666666,0.4655172413793104,5,3,7,0,1895,1973,1558,268,69,2,159,1640,96,1726,1780,1383,176,167,74,81,1587,58,0,0,0,Charles Oliveira,177,74.0,26,13,0,26,0.6153846153846154,4,0.0,0.125,0.875,0.3076923076923077,0,0.5,0.25,0.25,0.39111111111111113,0.6038834951456311,0.7293233082706767,0.3176470588235294,0.8028169014084507,0.33333333333333337,0.5045871559633027,0.5462962962962963,0.6011695906432749,0.4726114649681529,0.3488372093023256,0.6060606060606061,0.7627118644067796,0.38095238095238093,0.38496583143507973,0.7158160050409578,0.7319587628865979,0.3465346534653465,19,6,14,2,654,855,450,133,71,43,118,439,97,648,785,515,85,48,33,63,484,101,0,0,0,A
Neil Magny,190,80.0,28,11,0,28,0.7272727272727273,0,0.375,0.5,0.125,0.2727272727272727,1,0.0,0.3333333333333333,0.6666666666666666,0.3926767676767677,0.7231920199501247,0.7410714285714286,0.4651162790697675,0.8157894736842105,0.09756097560975607,0.46530612244897956,0.6325757575757576,0.6023842917251052,0.5048409405255878,0.5227272727272727,0.6851851851851851,0.7643312101910829,0.43103448275862066,0.3541666666666667,0.7060301507537688,0.6490066225165563,0.38888888888888884,1,5,25,2,980,1426,792,112,76,44,157,672,151,528,723,401,86,41,54,58,398,72,0,0,0,Erick Silva,182,74.0,31,10,0,15,0.6,2,0.3333333333333333,0.0,0.6666666666666666,0.4,0,0.5,0.25,0.0,0.4779874213836478,0.41846153846153844,0.6875,0.32558139534883723,0.8,0.33333333333333337,0.5493562231759657,0.40583554376657827,0.6007326007326007,0.3045774647887324,0.375,0.6060606060606061,0.6428571428571429,0.33333333333333337,0.4,0.7060301507537688,0.8823529411764706,0.29370629370629375,8,6,5,0,233,273,159,64,10,8,42,140,51,377,568,325,43,9,33,84,150,143,0,0,0,A
